Order ID,Customer ID,Location Id,Order Date
TU-2019-DK3150134-42024,DK-3150134,TurkeOsmanOsmaniye,1/20/2019
NI-2019-CG252095-42024,CG-252095,NigerLagosLagos,1/20/2019
MZ-2019-CC247587-42024,CC-247587,MozamMaputMatola,1/20/2019
MX-2019-RC1982582-42024,RC-1982582,MexicColimColima,1/20/2019
MO-2019-CM219086-42024,CM-219086,MorocRabatRabat,1/20/2019
LY-2019-SC1005074-42024,SC-1005074,LibyaMisraMisratah,1/20/2019
IT-2019-MH1802564-42024,MH-1802564,ItalyCampaNaples,1/20/2019
IT-2019-KL1664545-42024,KL-1664545,FrancProveAix-en-Provence,1/20/2019
IT-2019-AR1034545-42024,AR-1034545,FrancNord-Villeneuve-d'Ascq,1/20/2019
IN-2019-VP2173058-42024,VP-2173058,IndiaUttarLucknow,1/20/2019
IN-2019-PB191057-42024,PB-191057,AustrQueenToowoomba,1/20/2019
ID-2019-MM18055102-42024,MM-18055102,PhiliNatioManila,1/20/2019
ID-2019-JE15610144-42024,JE-15610144,VietnHo ChHo Chi Minh City,1/20/2019
ES-2019-SG2060548-42024,SG-2060548,GermaLowerWolfsburg,1/20/2019
ES-2019-RK1930048-42024,RK-1930048,GermaLowerLohne,1/20/2019
ES-2019-KS16300120-42024,KS-16300120,SpainCatalReus,1/20/2019
ES-2019-EN1378045-42024,EN-1378045,FrancProveAntibes,1/20/2019
EG-2019-LS694538-42024,LS-694538,EgyptAl IsAlexandria,1/20/2019
CM-2019-BF102022-42024,BF-102022,CamerEstBertoua,1/20/2019
CA-2019-NS18505140-42024,NS-185051406,UnitePennsPhiladelphia,1/20/2019
CA-2019-DL12865140-42024,DL-128651402,UniteTexasKeller,1/20/2019
US-2019-JF15490140-42025,JF-154901406,UniteConneWaterbury,1/21/2019
UP-2019-TB11190137-42025,TB-11190137,UkraiVolynLuts'k,1/21/2019
TX-2019-ES4020135-42025,ES-4020135,TurkmMaryMary,1/21/2019
SF-2019-MW8235117-42025,MW-8235117,SouthGautePretoria,1/21/2019
PL-2019-JK5370103-42025,JK-5370103,PolanMasovWarsaw,1/21/2019
PL-2019-CC2610103-42025,CC-2610103,PolanSilesMyslowice,1/21/2019
MX-2019-GM1450098-42025,GM-1450098,PanamPanamArraiján,1/21/2019
IN-2019-SC20380144-42025,SC-20380144,VietnHo ChHo Chi Minh City,1/21/2019
IN-2019-MH1744027-42025,MH-1744027,ChinaLiaonDalian,1/21/2019
IN-2019-DL1331592-42025,DL-1331592,New ZAucklAuckland,1/21/2019
ES-2019-TG2131045-42025,TG-2131045,FrancIle-dRoissy-en-Brie,1/21/2019
ES-2019-PF1916548-42025,PF-1916548,GermaNorthGummersbach,1/21/2019
ES-2019-LT1711045-42025,LT-1711045,FrancAuverRoanne,1/21/2019
ES-2019-JH1618045-42025,JH-1618045,FrancAquitVillenave-d'Ornon,1/21/2019
ES-2019-GR1456048-42025,GR-1456048,GermaBavarAugsburg,1/21/2019
ES-2019-GM14695139-42025,GM-14695139,UniteEnglaLetchworth,1/21/2019
ES-2019-BP11185120-42025,BP-11185120,SpainValenValencia,1/21/2019
ES-2019-AI1085548-42025,AI-1085548,GermaNorthOberhausen,1/21/2019
CA-2019-TM21010140-42025,TM-210101404,UniteCalifSan Francisco,1/21/2019
CA-2019-TH21100140-42025,TH-211001404,UniteCalifLos Angeles,1/21/2019
CA-2019-ML17410140-42025,ML-174101402,UniteIllinChicago,1/21/2019
CA-2019-CV12805140-42025,CV-128051406,UniteNew YNew York City,1/21/2019
US-2019-CS1235518-42026,CS-1235518,BraziMaranPresidente Dutra,1/22/2019
TU-2019-TT11220134-42026,TT-11220134,TurkeIstanIstanbul,1/22/2019
MX-2019-MR1754582-42026,MR-1754582,MexicSan LSan Luis Potosí,1/22/2019
MX-2019-CS1235582-42026,CS-1235582,MexicChiapTuxtla Gutiérrez,1/22/2019
MO-2019-SB1017086-42026,SB-1017086,MorocGrandMohammedia,1/22/2019
IT-2019-TS2120534-42026,TS-2120534,DenmaHovedCopenhagen,1/22/2019
IT-2019-GZ14470120-42026,GZ-14470120,SpainMadriFuenlabrada,1/22/2019
IT-2019-DO13645139-42026,DO-13645139,UniteEnglaLowestoft,1/22/2019
IN-2019-TM2149058-42026,TM-2149058,IndiaMaharDurgapur,1/22/2019
IN-2019-SE20110113-42026,SE-20110113,SingaSingaSingapore,1/22/2019
IN-2019-JK1562559-42026,JK-1562559,IndonJakarJakarta,1/22/2019
IN-2019-GR145607-42026,GR-145607,AustrVictoMelbourne,1/22/2019
IN-2019-CM12445102-42026,CM-12445102,PhiliNatioManila,1/22/2019
ID-2019-DK13090102-42026,DK-13090102,PhiliCalabTaytay,1/22/2019
ID-2019-DB1355592-42026,DB-1355592,New ZAucklManukau City,1/22/2019
ES-2019-HG1502564-42026,HG-1502564,ItalyLazioRome,1/22/2019
ES-2019-GD1459048-42026,GD-1459048,GermaNorthEssen,1/22/2019
ES-2019-CS12490139-42026,CS-12490139,UniteScotlGlasgow,1/22/2019
ES-2019-BS1175564-42026,BS-1175564,ItalyMarchFalconara Marittima,1/22/2019
CA-2019-PS19045140-42026,PS-190451408,UniteNorthCharlotte,1/22/2019
CA-2019-MH18115140-42026,MH-181151402,UniteMichiJackson,1/22/2019
CA-2019-DS13030140-42026,DS-130301404,UniteWashiSeattle,1/22/2019
CA-2019-BE11410140-42026,BE-114101402,UniteIllinAurora,1/22/2019
AG-2019-SB101703-42026,SB-101703,AlgerBatnaBatna,1/22/2019
TU-2019-GA4515134-42027,GA-4515134,TurkeIzmirBuca,1/23/2019
MX-2019-CR1262539-42027,CR-1262539,El SaSan SMejicanos,1/23/2019
MX-2019-CK1259551-42027,CK-1259551,GuateGuateVilla Nueva,1/23/2019
IT-2019-RE1945064-42027,RE-1945064,ItalyAbruzChieti,1/23/2019
IN-2019-AH1058527-42027,AH-1058527,ChinaGuangZhuhai,1/23/2019
ID-2019-AO108107-42027,AO-108107,AustrQueenCaloundra,1/23/2019
EZ-2019-PB880532-42027,PB-880532,CzechPraguPrague,1/23/2019
ES-2019-KM1672048-42027,KM-1672048,GermaMecklRostock,1/23/2019
CA-2019-EH13765140-42027,EH-137651402,UniteIllinChicago,1/23/2019
CA-2019-AD10180140-42027,AD-101801404,UniteMontaGreat Falls,1/23/2019
US-2019-NC1853582-42028,NC-1853582,MexicNuevoMonterrey,1/24/2019
UP-2019-FA4230137-42028,FA-4230137,UkraiDonetDonets'k,1/24/2019
NG-2019-DC285094-42028,DC-285094,NigerMaradMaradi,1/24/2019
MX-2019-KE1642031-42028,KE-1642031,CubaVillaSanta Clara,1/24/2019
MO-2019-MG769586-42028,MG-769586,MorocFès-BFes,1/24/2019
IZ-2019-SS1014061-42028,SS-1014061,IraqBaghdBaghdad,1/24/2019
IZ-2019-JL550561-42028,JL-550561,IraqBaghdBaghdad,1/24/2019
IZ-2019-DC285061-42028,DC-285061,IraqBaghdBaghdad,1/24/2019
IZ-2019-BP115561-42028,BP-115561,IraqBaghdBaghdad,1/24/2019
IT-2019-ZC21910124-42028,ZC-21910124,SwedeStockStockholm,1/24/2019
IN-2019-RW196307-42028,RW-196307,AustrNew SNewcastle,1/24/2019
IN-2019-GT1475558-42028,GT-1475558,IndiaOdishBrahmapur,1/24/2019
ID-2019-RB197957-42028,RB-197957,AustrTasmaHobart,1/24/2019
ID-2019-LE168107-42028,LE-168107,AustrAustrCanberra,1/24/2019
ES-2019-MA1756048-42028,MA-1756048,GermaNorthDortmund,1/24/2019
ES-2019-KL1664548-42028,KL-1664548,GermaNorthDinslaken,1/24/2019
ES-2019-AS1063045-42028,AS-1063045,FrancNord-Lille,1/24/2019
